1/5	30	[3, 10]	2
1/5	80	[8, 10]	2
1/5	90	[6, 15]	2
1/5	90	[9, 10]	2
1/5	105	[7, 15]	2
1/5	120	[6, 20]	2
1/5	150	[6, 25]	2
1/5	240	[5, 6, 8]	3
1/5	840	[3, 4, 7, 10]	4
1/5	840	[3, 5, 7, 8]	4
1/5	1,620	[9, 12, 15]	3
1/5	1,800	[10, 12, 15]	3
1/5	1,920	[10, 12, 16]	3
1/5	1,950	[10, 13, 15]	3
1/5	2,160	[9, 12, 20]	3
1/5	2,240	[8, 14, 20]	3
1/5	2,240	[10, 14, 16]	3
1/5	2,340	[12, 13, 15]	3
1/5	2,400	[8, 12, 25]	3
1/5	2,400	[8, 15, 20]	3
1/5	2,520	[10, 12, 21]	3
1/5	2,565	[9, 15, 19]	3
1/5	2,700	[9, 12, 25]	3
1/5	2,720	[8, 17, 20]	3
1/5	2,720	[10, 16, 17]	3
1/5	2,730	[13, 14, 15]	3
1/5	2,750	[10, 11, 25]	3
1/5	2,880	[9, 16, 20]	3
1/5	3,120	[10, 13, 24]	3
1/5	3,300	[11, 12, 25]	3
1/5	3,360	[8, 14, 30]	3
1/5	3,360	[8, 15, 28]	3
1/5	3,420	[9, 19, 20]	3
1/5	3,510	[9, 13, 30]	3
1/5	3,510	[10, 13, 27]	3
1/5	3,600	[8, 18, 25]	3
1/5	3,600	[9, 16, 25]	3
1/5	4,080	[8, 17, 30]	3
1/5	4,200	[7, 20, 30]	3
1/5	4,200	[8, 15, 35]	3
1/5	4,200	[8, 21, 25]	3
1/5	4,680	[9, 13, 40]	3
1/5	4,760	[8, 17, 35]	3
1/5	5,040	[7, 24, 30]	3
1/5	5,250	[7, 25, 30]	3
1/5	5,670	[6, 21, 45]	3
1/5	5,670	[7, 18, 45]	3
1/5	5,670	[7, 27, 30]	3
1/5	5,880	[8, 15, 49]	3
1/5	6,090	[7, 29, 30]	3
1/5	6,240	[8, 13, 60]	3
1/5	6,300	[7, 20, 45]	3
1/5	6,300	[7, 25, 36]	3
1/5	6,720	[7, 20, 48]	3
1/5	6,720	[5, 6, 14, 16]	4
1/5	6,720	[5, 7, 12, 16]	4
1/5	6,930	[7, 22, 45]	3
1/5	7,425	[9, 11, 75]	3
1/5	7,560	[7, 18, 60]	3
1/5	7,560	[7, 20, 54]	3
1/5	7,680	[6, 32, 40]	3
1/5	7,980	[7, 20, 57]	3
1/5	8,820	[6, 21, 70]	3
1/5	8,910	[6, 27, 55]	3
1/5	9,120	[6, 38, 40]	3
1/5	9,120	[5, 6, 16, 19]	4
1/5	9,360	[8, 13, 90]	3
1/5	9,450	[6, 35, 45]	3
1/5	9,450	[7, 18, 75]	3
1/5	9,600	[6, 32, 50]	3
1/5	9,900	[9, 11, 100]	3
1/5	9,990	[6, 37, 45]	3
1/5	10,080	[7, 18, 80]	3
1/5	10,140	[6, 26, 65]	3
1/5	10,710	[6, 21, 85]	3
1/5	10,710	[6, 35, 51]	3
1/5	10,710	[7, 18, 85]	3
1/5	10,920	[8, 13, 105]	3
1/5	11,760	[6, 35, 56]	3
1/5	11,760	[6, 40, 49]	3
1/5	12,300	[6, 41, 50]	3
1/5	12,480	[6, 26, 80]	3
1/5	12,480	[6, 32, 65]	3
1/5	13,440	[7, 16, 120]	3
1/5	13,950	[6, 31, 75]	3
1/5	14,280	[6, 28, 85]	3
1/5	14,280	[6, 35, 68]	3
1/5	14,280	[7, 17, 120]	3
1/5	18,270	[6, 29, 105]	3
1/5	18,600	[6, 31, 100]	3
1/5	20,160	[7, 16, 180]	3
1/5	21,780	[6, 22, 165]	3
1/5	23,250	[6, 31, 125]	3
1/5	24,360	[6, 29, 140]	3
1/5	25,200	[7, 16, 225]	3
1/5	26,400	[6, 22, 200]	3
1/5	30,450	[6, 29, 175]	3
1/5	34,980	[6, 22, 265]	3
1/5	53,760	[12, 14, 16, 20]	4
1/5	57,600	[8, 12, 20, 30]	4
1/5	57,600	[10, 15, 16, 24]	4
1/5	57,600	[12, 15, 16, 20]	4
1/5	61,560	[12, 15, 18, 19]	4
1/5	64,800	[10, 15, 18, 24]	4
1/5	65,280	[12, 16, 17, 20]	4
1/5	68,040	[9, 12, 21, 30]	4
1/5	68,040	[9, 15, 21, 24]	4
1/5	69,120	[10, 16, 18, 24]	4
1/5	72,000	[12, 15, 16, 25]	4
1/5	72,960	[8, 12, 20, 38]	4
1/5	73,500	[10, 14, 15, 35]	4
1/5	73,500	[10, 14, 21, 25]	4
1/5	75,600	[10, 15, 21, 24]	4
1/5	75,600	[12, 14, 18, 25]	4
1/5	75,600	[14, 15, 18, 20]	4
1/5	79,200	[10, 15, 22, 24]	4
1/5	79,200	[12, 15, 20, 22]	4
1/5	81,600	[15, 16, 17, 20]	4
1/5	82,500	[11, 15, 20, 25]	4
1/5	84,000	[12, 14, 20, 25]	4
1/5	84,240	[13, 15, 18, 24]	4
1/5	86,400	[8, 12, 20, 45]	4
1/5	86,400	[8, 18, 20, 30]	4
1/5	86,400	[10, 15, 16, 36]	4
1/5	86,400	[10, 15, 18, 32]	4
1/5	88,200	[12, 14, 15, 35]	4
1/5	88,200	[12, 14, 21, 25]	4
1/5	90,720	[10, 18, 21, 24]	4
1/5	91,350	[10, 15, 21, 29]	4
1/5	92,340	[12, 15, 19, 27]	4
1/5	92,610	[9, 14, 21, 35]	4
1/5	93,600	[12, 13, 20, 30]	4
1/5	93,600	[13, 15, 20, 24]	4
1/5	94,080	[8, 12, 20, 49]	4
1/5	94,080	[8, 12, 28, 35]	4
1/5	94,080	[8, 20, 21, 28]	4
1/5	94,500	[10, 18, 21, 25]	4
1/5	97,200	[10, 12, 18, 45]	4
1/5	97,440	[12, 14, 20, 29]	4
1/5	98,280	[12, 13, 21, 30]	4
1/5	98,280	[13, 15, 21, 24]	4
1/5	99,225	[9, 15, 21, 35]	4
1/5	99,840	[12, 13, 16, 40]	4
1/5	99,840	[12, 13, 20, 32]	4
1/5	99,900	[10, 15, 18, 37]	4
1/5	100,800	[10, 15, 16, 42]	4
1/5	100,800	[14, 16, 18, 25]	4
1/5	102,000	[15, 16, 17, 25]	4
1/5	102,600	[10, 15, 19, 36]	4
1/5	102,900	[10, 14, 15, 49]	4
1/5	105,600	[11, 16, 24, 25]	4
1/5	105,840	[10, 14, 21, 36]	4
1/5	105,840	[10, 18, 21, 28]	4
1/5	107,520	[10, 12, 28, 32]	4
1/5	107,520	[10, 14, 24, 32]	4
1/5	109,440	[8, 12, 30, 38]	4
1/5	109,620	[14, 15, 18, 29]	4
1/5	110,160	[9, 12, 30, 34]	4
1/5	112,320	[13, 16, 20, 27]	4
1/5	113,400	[9, 12, 30, 35]	4
1/5	113,400	[9, 21, 24, 25]	4
1/5	114,240	[12, 16, 17, 35]	4
1/5	114,240	[14, 16, 17, 30]	4
1/5	114,240	[15, 16, 17, 28]	4
1/5	114,660	[13, 14, 18, 35]	4
1/5	117,000	[12, 13, 25, 30]	4
1/5	117,600	[10, 12, 28, 35]	4
1/5	117,600	[10, 14, 24, 35]	4
1/5	117,600	[10, 15, 16, 49]	4
1/5	117,600	[10, 16, 21, 35]	4
1/5	118,800	[11, 18, 24, 25]	4
1/5	119,880	[9, 12, 30, 37]	4
1/5	119,880	[9, 15, 24, 37]	4
1/5	120,960	[8, 18, 20, 42]	4
1/5	120,960	[8, 20, 21, 36]	4
1/5	120,960	[9, 20, 24, 28]	4
1/5	120,960	[10, 16, 18, 42]	4
1/5	121,905	[9, 15, 21, 43]	4
1/5	122,400	[10, 15, 17, 48]	4
1/5	122,400	[12, 15, 17, 40]	4
1/5	123,120	[9, 19, 24, 30]	4
1/5	123,120	[10, 12, 18, 57]	4
1/5	123,480	[12, 14, 15, 49]	4
1/5	124,800	[13, 15, 16, 40]	4
1/5	126,420	[10, 14, 21, 43]	4
1/5	126,500	[11, 20, 23, 25]	4
1/5	129,600	[8, 18, 20, 45]	4
1/5	129,600	[9, 15, 20, 48]	4
1/5	129,600	[10, 16, 18, 45]	4
1/5	129,920	[10, 16, 28, 29]	4
1/5	130,560	[10, 17, 24, 32]	4
1/5	131,040	[13, 14, 20, 36]	4
1/5	132,300	[9, 15, 28, 35]	4
1/5	132,300	[9, 20, 21, 35]	4
1/5	132,300	[9, 21, 25, 28]	4
1/5	133,380	[13, 15, 18, 38]	4
1/5	133,380	[13, 19, 20, 27]	4
1/5	134,750	[11, 14, 25, 35]	4
1/5	136,000	[8, 20, 25, 34]	4
1/5	138,240	[9, 12, 32, 40]	4
1/5	138,600	[11, 21, 24, 25]	4
1/5	140,250	[11, 15, 25, 34]	4
1/5	140,400	[12, 13, 20, 45]	4
